Domain,Type,Format,PicW,PicH,AppLabel,SubLabel,Note
c1.flipagramcdn.com,image,jpeg,540,960,Flipagram,Cover,
c1.flipagramcdn.com,image,jpeg,60,60,Flipagram,Avatar,
c1.flipagramcdn.com,image,jpeg,150,150,Flipagram,Avatar,
c1.flipagramcdn.com,image,jpeg;charset=UTF-8,0,0,Flipagram,Cover-Small,
