Domain,Type,Format,PicW,PicH,AppLabel,SubLabel,Note
p1-xg.pstatp.com,image,webp,580,326,XiGua,Cover,
p3-xg.pstatp.com,image,jpeg,120,120,XiGua,Avatar,
p3-xg.pstatp.com,image,webp,580,326,XiGua,Cover,
p9-xg.pstatp.com,image,webp,580,326,XiGua,Cover,
s0.pstatp.com,image,png,180,180,XiGua,Small-Icon,
