Domain,Type,Format,PicW,PicH,AppLabel,SubLabel,Note
ali2.a.yximgs.com,image,jpeg,360,640,KuaiShou,Cover,
ali2.a.yximgs.com,image,jpeg,200,200,KuaiShou,Avatar,
bd.a.yximgs.com,image,jpeg,480,640,KuaiShou,Cover,
js2.a.yximgs.com,image,jpeg,200,200,KuaiShou,Avatar,
pp.myapp.com,image,png,256,256,KuaiShou,Small-Icon,
tx2.a.yximgs.com,image,jpeg,362,640,KuaiShou,Cover,
